country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Lao People's Democratic Republic,LA,LAO,418,Zero vegetable or fruit consumption (6-23months),2017,36.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Zero vegetable or fruit consumption (6-23months),2017,36.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Zero vegetable or fruit consumption (6-23months),2017,36.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lebanon,LB,LBN,422,Zero vegetable or fruit consumption (6-23months),2021,30.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lebanon,LB,LBN,422,Zero vegetable or fruit consumption (6-23months),2021,23.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lebanon,LB,LBN,422,Zero vegetable or fruit consumption (6-23months),2021,27.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Zero vegetable or fruit consumption (6-23months),2009,31,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Zero vegetable or fruit consumption (6-23months),2014,50.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Zero vegetable or fruit consumption (6-23months),2018,36.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Zero vegetable or fruit consumption (6-23months),2009,33.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Zero vegetable or fruit consumption (6-23months),2014,49.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Zero vegetable or fruit consumption (6-23months),2018,33.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Zero vegetable or fruit consumption (6-23months),2009,32.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Zero vegetable or fruit consumption (6-23months),2014,50,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Zero vegetable or fruit consumption (6-23months),2018,35.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Zero vegetable or fruit consumption (6-23months),2007,35.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Zero vegetable or fruit consumption (6-23months),2013,38.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Zero vegetable or fruit consumption (6-23months),2019,56.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Zero vegetable or fruit consumption (6-23months),2007,31.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Zero vegetable or fruit consumption (6-23months),2013,38.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Zero vegetable or fruit consumption (6-23months),2019,54.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Zero vegetable or fruit consumption (6-23months),2007,33.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Zero vegetable or fruit consumption (6-23months),2013,38.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Zero vegetable or fruit consumption (6-23months),2019,55.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Zero vegetable or fruit consumption (6-23months),2009,33.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Zero vegetable or fruit consumption (6-23months),2018,27.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Zero vegetable or fruit consumption (6-23months),2021,30.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Zero vegetable or fruit consumption (6-23months),2009,32.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Zero vegetable or fruit consumption (6-23months),2018,25,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Zero vegetable or fruit consumption (6-23months),2021,27.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Zero vegetable or fruit consumption (6-23months),2009,33.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Zero vegetable or fruit consumption (6-23months),2018,26.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Zero vegetable or fruit consumption (6-23months),2021,29.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Zero vegetable or fruit consumption (6-23months),2010,29.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Zero vegetable or fruit consumption (6-23months),2014,22,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Zero vegetable or fruit consumption (6-23months),2015,22.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Zero vegetable or fruit consumption (6-23months),2020,25.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Zero vegetable or fruit consumption (6-23months),2010,30,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Zero vegetable or fruit consumption (6-23months),2014,21.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Zero vegetable or fruit consumption (6-23months),2015,23.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Zero vegetable or fruit consumption (6-23months),2020,27,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Zero vegetable or fruit consumption (6-23months),2010,29.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Zero vegetable or fruit consumption (6-23months),2014,21.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Zero vegetable or fruit consumption (6-23months),2015,22.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Zero vegetable or fruit consumption (6-23months),2020,26.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Zero vegetable or fruit consumption (6-23months),2009,32,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Zero vegetable or fruit consumption (6-23months),2017,17.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Zero vegetable or fruit consumption (6-23months),2009,29,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Zero vegetable or fruit consumption (6-23months),2017,12.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Zero vegetable or fruit consumption (6-23months),2009,30.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Zero vegetable or fruit consumption (6-23months),2017,15.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2010,58.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2015,69.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2018,52.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2019,44.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2020,33.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2021,42.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2010,59.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2015,70.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2018,54.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2019,43.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2020,36.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2021,44.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2010,59,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2015,69.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2018,53.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2019,44.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2020,35,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Zero vegetable or fruit consumption (6-23months),2021,43.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Marshall Islands,MH,MHL,584,Zero vegetable or fruit consumption (6-23months),2017,48.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Marshall Islands,MH,MHL,584,Zero vegetable or fruit consumption (6-23months),2017,44.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Marshall Islands,MH,MHL,584,Zero vegetable or fruit consumption (6-23months),2017,46.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Zero vegetable or fruit consumption (6-23months),2015,48.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Zero vegetable or fruit consumption (6-23months),2020,56,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Zero vegetable or fruit consumption (6-23months),2015,54.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Zero vegetable or fruit consumption (6-23months),2020,54.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Zero vegetable or fruit consumption (6-23months),2015,51.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Zero vegetable or fruit consumption (6-23months),2020,55.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mexico,MX,MEX,484,Zero vegetable or fruit consumption (6-23months),2015,17.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mexico,MX,MEX,484,Zero vegetable or fruit consumption (6-23months),2015,18.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mexico,MX,MEX,484,Zero vegetable or fruit consumption (6-23months),2015,18.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Zero vegetable or fruit consumption (6-23months),2013,39.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Zero vegetable or fruit consumption (6-23months),2016,34.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Zero vegetable or fruit consumption (6-23months),2018,46.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Zero vegetable or fruit consumption (6-23months),2013,39.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Zero vegetable or fruit consumption (6-23months),2016,38.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Zero vegetable or fruit consumption (6-23months),2018,44.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Zero vegetable or fruit consumption (6-23months),2013,39.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Zero vegetable or fruit consumption (6-23months),2016,36.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Zero vegetable or fruit consumption (6-23months),2018,45.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Zero vegetable or fruit consumption (6-23months),2013,7.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Zero vegetable or fruit consumption (6-23months),2018,9.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Zero vegetable or fruit consumption (6-23months),2013,10.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Zero vegetable or fruit consumption (6-23months),2018,11.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Zero vegetable or fruit consumption (6-23months),2013,9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Zero vegetable or fruit consumption (6-23months),2018,10.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Zero vegetable or fruit consumption (6-23months),2011,35.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Zero vegetable or fruit consumption (6-23months),2011,36.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Zero vegetable or fruit consumption (6-23months),2011,35.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Myanmar,MM,MMR,104,Zero vegetable or fruit consumption (6-23months),2016,59.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Myanmar,MM,MMR,104,Zero vegetable or fruit consumption (6-23months),2016,52.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Myanmar,MM,MMR,104,Zero vegetable or fruit consumption (6-23months),2016,55.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Zero vegetable or fruit consumption (6-23months),2007,48.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Zero vegetable or fruit consumption (6-23months),2013,51.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Zero vegetable or fruit consumption (6-23months),2007,47.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Zero vegetable or fruit consumption (6-23months),2013,52.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Zero vegetable or fruit consumption (6-23months),2007,48,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Zero vegetable or fruit consumption (6-23months),2013,51.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2006,41.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2011,55.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2014,42,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2016,36.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2019,38.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2022,32.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2006,42.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2011,55,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2014,42.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2016,40,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2019,37.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2022,33.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2006,41.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2011,55.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2014,42.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2016,38.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2019,38.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Zero vegetable or fruit consumption (6-23months),2022,33.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2012,65.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2018,74.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2019,41.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2020,19.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2021,25,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2022,45.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2012,69.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2018,70.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2019,43.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2020,22.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2021,27.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2022,45,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2012,67.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2018,72.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2019,42.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2020,21,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2021,26,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Zero vegetable or fruit consumption (6-23months),2022,45.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Zero vegetable or fruit consumption (6-23months),2008,45.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Zero vegetable or fruit consumption (6-23months),2013,58.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Zero vegetable or fruit consumption (6-23months),2016,30.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Zero vegetable or fruit consumption (6-23months),2018,54.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Zero vegetable or fruit consumption (6-23months),2021,40.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Zero vegetable or fruit consumption (6-23months),2008,47.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Zero vegetable or fruit consumption (6-23months),2013,61.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Zero vegetable or fruit consumption (6-23months),2016,33,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Zero vegetable or fruit consumption (6-23months),2018,51.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Zero vegetable or fruit consumption (6-23months),2021,41.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Zero vegetable or fruit consumption (6-23months),2008,46.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Zero vegetable or fruit consumption (6-23months),2013,59.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Zero vegetable or fruit consumption (6-23months),2016,31.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Zero vegetable or fruit consumption (6-23months),2018,52.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Zero vegetable or fruit consumption (6-23months),2021,41,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Zero vegetable or fruit consumption (6-23months),2019,10.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Zero vegetable or fruit consumption (6-23months),2019,15,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Zero vegetable or fruit consumption (6-23months),2019,13,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Zero vegetable or fruit consumption (6-23months),2013,57.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Zero vegetable or fruit consumption (6-23months),2018,60,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Zero vegetable or fruit consumption (6-23months),2013,55.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Zero vegetable or fruit consumption (6-23months),2018,62.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Zero vegetable or fruit consumption (6-23months),2013,56.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Zero vegetable or fruit consumption (6-23months),2018,61.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Papua New Guinea,PG,PNG,598,Zero vegetable or fruit consumption (6-23months),2017,13.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Papua New Guinea,PG,PNG,598,Zero vegetable or fruit consumption (6-23months),2017,12,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Papua New Guinea,PG,PNG,598,Zero vegetable or fruit consumption (6-23months),2017,12.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Paraguay,PY,PRY,600,Zero vegetable or fruit consumption (6-23months),2016,17.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Paraguay,PY,PRY,600,Zero vegetable or fruit consumption (6-23months),2016,15.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Paraguay,PY,PRY,600,Zero vegetable or fruit consumption (6-23months),2016,16.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2007,11.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2009,14.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2010,9.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2011,12,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2012,11.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2014,6.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2015,7.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Zero vegetable or fruit consumption (6-23months),2016,7.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
